subj,n_trials,converged,NLL,d,w1,tau,s,T0,F
29239,106,False,85.21040160329309,0.2994215786377018,4.95876633010139,-0.29999416193609185,0.6360936013456787,1.7099999067181457,0.8994857946058678
29240,107,False,57.23761899870827,0.054738909469707615,5.056319777261719,0.69119742737995,0.3783590383648465,1.9962388093551724,2.124341623788265
29245,108,True,69.28739349219924,0.5412252236489972,2.148730228606879,-2.3017693693215096,0.4510679507158035,2.0,0.23380462731712898
29280,99,True,98.03682169887756,0.23798200702569586,3.226746810803251,-0.5954015858963317,0.43491498481056756,1.9926016371089958,1.4691895427168735
29281,126,True,79.19196562589167,0.40244482128936,1.3710133828890552,-1.9561679281215785,0.4928590003046232,2.0,0.31096471301966716
29303,156,True,109.43815764548262,0.1325648918288352,2.4723043305920536,-0.1348543056260229,0.45208632180331015,2.0,2.384704140294982
29305,145,True,76.87957835784002,0.47841990834788345,1.1816155266591613,-2.2996783133111114,0.46228312625105666,1.9896676563140798,0.2719345788642366
29306,197,True,78.80465454024198,0.061633810815752026,22.969690047579405,1.001927896768359,0.4539049628230848,1.5344056526767413,8.755491191480926
29307,131,True,59.405745269450584,0.08468282257016882,5.986665185897541,-3.571607993631203,0.856402068510549,1.999999999999999,3.8404696338863715
29310,105,True,104.2803281667174,0.28221564896138734,1.1212271864113839,-1.054442736309229,0.5230571820237679,2.0,1.0037717284111587
29318,129,True,102.093880649765,0.30086907894619186,3.255019552299143,-0.5571346733623973,0.38886251204331884,1.9780375145187723,1.0575451866409167
29326,157,False,84.55579745798522,0.07846199749969068,1.5073518857443584,-0.33786322065671603,0.5595034696481783,1.978999995875069,0.6268202914393577
29328,145,True,83.25118411182731,0.4636385725778672,2.030240064148805,-2.3397241579070798,0.4830215240548175,2.0,0.4331962112916999
